song_id;song_name;song_lyrics_url;annotation_count;artist_id;artist_name;artist_url;lyrics
4132770;Alabama Song (Live 1978);https://genius.com/David-bowie-alabama-song-live-1978-lyrics; 0;9534;David Bowie;https://genius.com/artists/David-bowie;Oh show me the way to the next whiskey bar Oh don't ask why, oh don’t ask why For we must find the next whiskey bar Or if we don't find the next whiskey bar I tell you we must die I tell you we must die I tell you, I tell you I tell you we must die Oh moon of Alabama, it's time to say goodbye We’ve lost our good old mama And must have whiskey or you know why Oh moon of Alabama, it's time to say goodbye We've lost our good old mama And must have whiskey or you know why Oh show us the way to the next little dollar Oh don't ask why, no don't ask why For we must find the next little dollar Or if we don't find the next little dollar I tell you we must die I tell you we must die I tell you, I tell you I tell you we must die Oh moon of Alabama, it's time to say goodbye We've lost our good old mama And must have dollar or you know why Oh moon of Alabama, it’s time to say goodbye We’ve lost our good old mama And must have dollar or you know why Oh moon of Alabama, it's time to say goodbye We’ve lost our good old mama And must have dollars or you know why Oh show us the way to the next little girl Oh don't ask why, no don't ask why For we must find the next little girl Or if we don't find the next little girl I tell you we must die I tell you we must die I tell you, I tell you I tell you we must die Oh moon of Alabama, it’s time to say goodbye We've lost our good old mama And must have little girl or you know why Oh moon of Alabama, it's time to say goodbye We've lost our good old mama And must have little girl or you know why You know why You know why
 240237;Aladdin Sane;https://genius.com/David-bowie-aladdin-sane-lyrics; 7;9534;David Bowie;https://genius.com/artists/David-bowie;Watching him dash away Swinging an old bouquet (dead roses) Sake and strange divine Uh-huh-huh-uh, huh-uh (You'll make it) Passionate bright young things Takes him away to war (Don't fake it) Sadden glissando strings Uh-huh-huh-uh, huh-uh (You'll make it) Who will love Aladdin Sane? Battle cries and champagne Just in time for sunrise Who will love Aladdin Sane? Motor sensational Paris or maybe hell (I'm waiting) Clutches of sad remains Waits for Aladdin Sane (You'll make it) Who will love Aladdin Sane? Millions weep a fountain Just in case of sunrise Who will love Aladdin Sane? Will love Aladdin Sane Love Aladdin Sane Who will love Aladdin Sane? Millions weep a fountain Just in case of sunrise Who will love Aladdin Sane? Will love Aladdin Sane Will love Aladdin Sane They say the lights are oh so bright on Broadway
4131425;Aladdin Sane (Live 1974);https://genius.com/David-bowie-aladdin-sane-live-1974-lyrics; 0;9534;David Bowie;https://genius.com/artists/David-bowie;Watching him dash away Swinging an old bouquet (Dead roses) Sake and strange divine Uh-huh-huh-uh-huh-huhh (You'll make it) Passionate bright young things Takes him away to war (Don't fake it) Sadden glissando strings Uh-huh-huh-uh-huh-huhh (You'll make it) Who will love Aladdin Sane? Battle cries and champagne Just in time for sunset Who will love Aladdin Sane? Motor sensational Paris or maybe hell (I'm waiting) Clutches of sad remains Waits for Aladdin Sane (You'll make it) Who will love Aladdin Sane? Millions weep a fountain Just in case of sunrise Who will love Aladdin Sane? Will love Aladdin Sane Will love Aladdin Sane Who will love Aladdin Sane? Millions weep a fountain Just in case of sunrise Who will love Aladdin Sane? Who will love Aladdin Sane? Will love Aladdin Sane Will love Aladdin Sane They say the lights are oh so bright on Broadway They say there's always music in the air (Broadway) On Broadway (Broadway) On Broadway
4178516;Aladdin Sane (Live '74);https://genius.com/David-bowie-aladdin-sane-live-74-lyrics; 0;9534;David Bowie;https://genius.com/artists/David-bowie;Watching him dash away Swinging an old bouquet (dead roses) Sake and strange divine Uh-huh-huh-uh-huh-huh (You'll make it) Passionate bright young things Takes him away to war (Don't fake it) Sadden glissando strings Uh-huh-huh-uh-huh-huh (You'll make it) Who will love Aladdin Sane Battle cries and champagne Just in time for sunrise Who will love Aladdin Sane Motor sensational Paris or maybe hell (I'm waiting) Touches of sad remains Waits for Aladdin Sane (You'll make it) Who will love Aladdin Sane Millions weep a fountain Just in case of sunrise Who will love Aladdin Sane ...will love Aladdin Sane ...will love Aladdin Sane Who will love Aladdin Sane Millions weep a fountain Just in case of sunrise Who will love Aladdin Sane ...will love Aladdin Sane ...will love Aladdin Sane They say the lights are oh so bright on Broadway (On Broadway) They say there's always music in the air (On Broadway) On Broadway (On Broadway) On Broadway Hey, hey, hey
1368208;Aladdin Sane [Tracklist + Album Art];https://genius.com/David-bowie-aladdin-sane-tracklist-album-art-annotated; 1;9534;David Bowie;https://genius.com/artists/David-bowie;Tracklist 1. Watch That Man 2.  Aladdin Sane 3.  Drive In Saturday 4.  Panic in Detroit 5.  Cracked Actor 6.  Time 7.  The Prettiest Star 8.  Let's Spend the Night Together 9.  The Jean Genie 10.  Lady Grinning Soul Cover Art:
3715083;A Lad in Vain [aka: Zion];https://genius.com/David-bowie-a-lad-in-vain-aka-zion-lyrics; 1;9534;David Bowie;https://genius.com/artists/David-bowie;
 993669;All Saints;https://genius.com/David-bowie-all-saints-lyrics; 1;9534;David Bowie;https://genius.com/artists/David-bowie;
 338893;All the Madmen;https://genius.com/David-bowie-all-the-madmen-lyrics;11;9534;David Bowie;https://genius.com/artists/David-bowie;Day after day They send my friends away To mansions cold and grey To the far side of town Where the thin men stalk the streets While the sane stay underground Day after day They tell me I can go They tell me I can blow To the far side of town Where it's pointless to be high Because it's such a long way down So I tell them that I can fly, I will scream, I will break my arm I will do me harm Here I stand, foot in hand, talking to my wall I'm not quite right at all (am I?) Don't set me free, I'm as heavy as can be Just my librium and me And my E.S.T. makes three 'Cause I'd rather stay here With all the madmen Than perish with the sad men roaming free And I'd rather play here With all the madmen For I'm quite content they're all as sane as me Where can the horizon lie When a nation hides Its organic minds in a cellar, dark and grim They must be very dim Day after day They take some brain away Then turn my face around To the far side of town And tell me that it's real Then ask me how I feel Here I stand, foot in hand, talking to my wall I'm not quite right at all Don't set me free, I'm as helpless as can be My libido's split on me Gimme some good 'ole lobotomy Because I'd rather stay here With all the madmen Than perish with the sadmen roaming free And I'd rather play here With all the madmen For I'm quite content they're all as sane as me Zane, Zane, Zane, Ouvre le Chien Zane, Zane, Zane, Ouvre le Chien
 153335;All the Young Dudes;https://genius.com/David-bowie-all-the-young-dudes-lyrics; 2;9534;David Bowie;https://genius.com/artists/David-bowie;Billy rapped all night about his suicide How he'd kick it in the head when he was 25 Don't want to stay alive when you're 25 Wendy's stealing clothes from unlocked cars Freddy's got spots from ripping off stars from his face A funky little boat race The television man is crazy Saying we're juvenile delinquent wrecks But, man, I need a TV when I've got T. Rex Hey, brother, you guessed I'm a dude All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news Now Jimmy's looking sweet though he dresses like a queen He can kick like a mule It's a real mean team We can love We can love And my brother's back at home With his Beatles and his Stones We never got it off on that revolution stuff What a drag Too many snags Well, I drunk a lot of wine And I'm feeling fine Gonna race some cat to bed Is this concrete all around Or is it in my head? Oh, brother, you guessed I'm a dude All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news
4131426;All The Young Dudes (Live 1974);https://genius.com/David-bowie-all-the-young-dudes-live-1974-lyrics; 0;9534;David Bowie;https://genius.com/artists/David-bowie;Ooh Oh Ooh Oh-whoa-whoa-whoa-why-why-why Now Billy rapped all night about his suicide How he'd kick it in the head when he was 25 Don't want to stay alive when you're 25 Lucy's stealing clothes from unlocked cars Freddy's got spots from ripping off stars from his face A funky little boat race Oh television man is crazy Saying we're juvenile delinquent wrecks Oh man, I need a TV when I've got T. Rex Hey, brother, you guessed I'm a dude All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news Now Jimmy's looking sweet though he dresses like a queen He can kick like a mule It's a real mean team We can love Oh yes, we can love And my brother's back at home With his Beatles and his Stones We never got it off on that revolution stuff It was such a drag Too many snags Well, I drunk a lot of wine And I'm feeling fine Gonna race some cat to bed Is this concrete all around Or is it in my head? Oh, brother, you guessed I'm a dude All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news All the young dudes Carry the news Boogaloo dudes Carry the news
